author,text
河井酔茗,「堺へいなう、堺へいなう」深夜、安土城の庭から奥の寝室に聞えてくる声移し植ゑたばかりの妙国寺の蘇鉄毎夜のやうに言ふ信長は手討にしなかつた「あの蘇鉄を堺へ帰してやれ」話のついでに――「晶子さんあなたは堺へ帰りたいと思ひませんか」「いいえよく出てきたと思ひます」堺は古い街だ古い街から新しい人が生れた晶子さんは、また黙つて堺へ帰つてゐる蘇鉄よ私も、もう一度堺へ帰らう
河井酔茗,あなたの懐中にある小さな詩集を見せてくださいかくさないで――。それ一冊きりしかない若い時の詩集。隠してゐるのは、あなたばかりではないがをりをりは出して見せた方がよい。さういふ詩集は誰しも持つてゐます。をさないでせう、まづいでせう、感傷的でせう無分別で、あさはかで、つきつめてゐるでせう。けれども歌はないでゐられない淋しい自分が、なつかしく、かなしく、人恋しく、うたも、涙も、一しよに湧き出た頃の詩集。さういふ詩集は誰しも持つてゐます。たとへ人に見せないまでも大切にしまつておいて春が来る毎に春の心になるやうに自分の苦しさを思ひ出してみることです。詩集には過ぎて行く春の悩みが書いてあるでせう。ふところ深く秘めて置いてそつと見る詩集でせう。併し季節はまた春になりました。あなたの古い詩集を見せて下さい。
河井酔茗,あらゆる山が歓んでゐるあらゆる山が語つてゐるあらゆる山が足ぶみして舞ふ、躍るあちらむく山とこちらむく山と合つたり離れたり出てくる山とかくれる山と低くなり高くなり家族のやうに親しい山と他人のやうに疎い山と遠くなり近くなりあらゆる山が山の日に歓喜し山の愛にうなづき今や生のかがやきは空いつぱいにひろがつてゐる
河井醉茗,海辺の旅宿は、潮の香がする。山中の旅宿は苔の香がする。裏には、貝殻や、魚籠が散乱てゐる。海に近いからであらう。庭には、枯柴や、草籠が片よせてある。山に近いからであらう。海辺の宿の女中は、必ず白粉を塗つてゐる。山の宿の女中は、必ずしも白粉をつけて居ない。前者には渡り者が多く、後者には土着の女が多い。海の宿にはなまめかしさがある。山の宿には古めかしさがある。山の宿の一泊料は、金五十銭以上を標準とし、海の宿の一泊料は、金一円以上を標準とする。夜もすがら枕に響く鞳たる浪の音は、淋しいやうでも、何となく心強さがある。雨かとまがふばかり淙々として響く渓流の音を、灯火暗き半夜の床に聴く時は、寂しく且心細い。海の宿は、暮れるに遅いから、眠りに就くことも遅い。山の宿は、暮れることも早く、眠ることも早い。海の宿は、早く夜が明けても、宿の人達は未だ眠つてゐる。山の宿は、未だ暁の暗いうちから、宿の人達は既に起きてゐる。宵に騒いでゐた客室々々も寝しづまつたのに、未だ寝ないで独り流し元をしてゐる宿の女中が、冴え渡るやうな美声で、流行唄を歌ふのを聞けば、彼等が流浪の身の上を想ふて更に海の宿の旅情を濃かならしめる。時計を見ると、疾くに夜は明けて居る筈だのに、流石は山ふところ、未だ外は暗い。別に他の客ありとも思はれぬから、高らかな調子の話声は宿の人達であらう。何となく、なつかしい。山の宿には温泉があり、海の宿には潮湯がある。山の宿は苦しい旅をしてゐる人を泊るだけに、親切なところがあり、海の宿は、楽な旅をしてゐる人を泊るだけに、不親切なところが多い。山上湖畔の宿には、沈黙、圧迫、神秘などが宿つてゐる。海岸の宿には、動揺、解放、自由などが漂ふて居る。一は静的、一は動的。桔梗刈萱女郎花の咲き乱れた峠みちを、馬に跨つてゆらりゆらりと越えて行くのは、昔の旅の心持。船を雇ふて海岸を漕ぎ廻る時は、心ひろびろとして、遠い洋上の白鳥住む孤島の生活を懐ふ。船頭には老いたるが多く、馬士には齢若きが多し。高山に宿る時は、如何に精神を鎮静ても、なほ自分の心臓の鼓動を明かに感ずる、空気が稀薄なからである。海岸に宿る時に、絶えず渇を覚ゆるのは、空気に塩分が含まれて居るからである。海岸の宿には極端の不自由なし。山の宿には時として極端なる不自由を感ず。
河井酔茗,子供たちよ。これは譲り葉の木です。この譲り葉は新しい葉が出来ると入れ代つてふるい葉が落ちてしまふのです。こんなに厚い葉こんなに大きい葉でも新しい葉が出来ると無造作に落ちる新しい葉にいのちを譲つて――。子供たちよ。お前たちは何を欲しがらないでも凡てのものがお前たちに譲られるのです。太陽の廻るかぎり譲られるものは絶えません。輝ける大都会もそつくりお前たちが譲り受けるのです。読みきれないほどの書物もみんなお前たちの手に受取るのです。幸福なる子供たちよお前たちの手はまだ小さいけれど――。世のお父さん、お母さんたちは何一つ持つてゆかない。みんなお前たちに譲つてゆくためにいのちあるもの、よいもの、美しいものを一生懸命に造つてゐます。今、お前たちは気が附かないけれどひとりでにいのちは延びる。鳥のやうにうたひ、花のやうに笑つてゐる間に気が附いてきます。そしたら子供たちよもう一度譲り葉の木の下に立つて譲り葉を見る時が来るでせう。
河井酔茗,吾老いぬれど仙家に入らず茶烟軽く紅塵の裡に住む柴門を守るは吾家の月竹窓に吹くは隣家の風人来れば迎へて会ふ人去れば吾座にもどる眠り足りて夢なく起きて倦むことなし昼には昼に書くことあり夜には夜に語ることあり世にあづけたるわが寿は時来らば世に返さむ草の生命はわが生命より短く樹の年輪はわが年輪より多しわが生命の一瞬心眼明らかに天人の五衰は問はず
神田孝平,民選議院あに容易に起るべけんや。時節到来せざれば、けっして起らず。かつ時節到来すといえども、その時節は、けっして喜ぶべき時節にはあらざるべし。そもそも民選議院建設の時節は、国体の変じて君主専権より君民分権に遷るの時なり。この時や、人民は権利を得ることなれば、あるいは不承知あるまじきか、それすらいまだ屹度とは云がたし。朝廷においてはその権の半を譲りたまうことなれば、快よく許可したまうべきや否や、いまだ知るべからず。もし快よく許可したまわば、おおいに事の捗取となるべけれども、この事ほとんどあるべしとも思われず、一時人心を慰撫せんがために与えたまえるがごときは、他日また奪回したまうことあるべければ、とかくいまだ確定とは云がたし。いわんや快よく許可したまわざるときは、人民いかに冀うといえども、せんすべなからん。我国人民の淳良なるを見れば、外国人のごとく兵を起し朝廷に迫り、戦い勝て条約を立るというほどにも至り難からん。ゆえに時節到来せざれば起らず。しかして方今は、いまだ到来の時節にあらざるなり。概してこれを論ずるに、聖賢位に在る間は、民選議院起らず。敵国・外患の迫らざる間は、民選議院起らず。外国人の金を貸す間は民選議院起らず。楮幣通用する間は、民選議院起らず。人民増税を甘承する間は、民選議院起らず。しかりといえども、世界は活物なり。いつでも聖賢、位に在りと定むべからず。いつでも敵国・外患なしと定むべからず。いつでも外国人、金を貸と定むべからず。いつでも楮幣、通用すと定むべからず。いつでも人民、増税を甘承すと定むべからず。向来時ありて人民増税を甘承せず、楮幣通用止まり、外国人金を貸さず、敵国・外患競い起り、聖賢たまたま位に在らざることあらん。万一かかることあらば、その時にはいかがわせん。民選議院起らずんば必ず国亡びん。国亡びずんば必ず民選議院起らん。これ我いわゆる時節到来の時なり。しかりといえども、これはなはだ企望すべきことにあらず。ゆえに云、時節到来すといえども、その時節は、けっして喜ぶべき時節にあらざるなり。
漢那浪笛,くらがりなすによしなき哀れさよ、早や日数経て、今日の日も暗がりわたる物おもひ。水や空なる波の上に、淋しくかゝる綾雲は、やがて消ゆべき希望かや。その希望もて吾が道は、深海の底の青貝の、螺線の中のゆきもどり。物の幾度□貝□葉に、灰色なせる涙もて、悲哀の文字を印せしも、暗き深みのみなぞこの、声も言葉もかよわねば、昨日も今日も、かくて暮れゆく。暮の鐘灰色の雲かさなりて、黄昏は死人のけわひ。しく／＼と泣きいる風は、谷隈の底をはひ出で、黄ばみたる木立はらひぬ。冷やかな自然よ君と、今日も又、かくて暮れゆく、哀音の鐘の響きは、痛みたる君が胸より、傷た振るる、苦患の声か。うなだるる眼ひらきて黄昏の空を仰げば奥津城の岩のほとりの、小山なす屍の上に、胸もどき声をきゝしる。
漢那浪笛,せちになげける秋の木立に、青める月の、病めるいぶき。風のまに／＼に、浮びては消ゆる。哀れ『世』□さま、夢かまぼろし、水のおもての泡沫と知れど、『生』はなほも光をすひぬ。根もとに重なる、空し朽葉！艶なる夏夢を埋め、――地下にこゞゑし都会もあるや！
漢那浪笛,秋の木の葉がふるひ出す、ものにおびへた眼の色は、たゞ白びかり――何を見る。ひら／＼と黄葉がちる、彼れは何処へ？真暗な、谷へほこらへ――あな消へた。暗い森から鳥が啼く、あなほろ／＼と、そこなりに………ある触るる音よ、暮るる日の天と人とのなかを過ぐ。食ひのこしたるパンの切れ、ぢつとみつめば、涙ぐむ。白髪頭のお爺さん、曲つた腰もかまはずに、物識り顔に世を渡る。前にあるのは何かいな、後ろにゐるのは誰れかいな、静かに眼ひらき見よ！前にあるのは白き家、後ろにあるは、黒き影、なかのお爺さんそを知らぬ。空が焼けた、真紅にやけた！悪しき獣を屠つたやうに………。空の自然□鏡なら、人間道悲惨な心、写し出した地獄□か？
漢那浪笛,うら若かき日の悲しきあこかれ――草葉の息吹きかへす甘き馨り、艶はしき花の笑ひもながめて過ぎぬ。木の間にさへずる鳥の歌をきく、悲しみは眼を閉ぢて、暫時やすらひもせし。されど、とく新らしき悲しみにうつりぬ。何をもてこの闇を照らさむ。――空を仰げば怖ろし…………いざさらば、独り琉球節の一曲を、口笛に、うらやすき墓場のほとりにさ迷はむ。そは音なき響きをきかむとや…………
漢那浪笛,かつて、きゝし折りなき楽の音！今宵、心にしのび入る。絃はわななき震ひ、果ては――蒼き涙にむせぶ。眼に見ゑず、心にとまるメロディよ！知らず、深き迷ひにいらしむ。吾れはなつかしき女の声とや聞き、底なき闇の中、メロディの消ゆる処へしづまむ。
漢那浪笛,静けき海のかなた、日影しのびいる、森の奥に、彩鳥の声すと、きゝぬ。その音は、裂けし白玉の一片にも似て、いささかの悲しみをやる。いねがたき夏南国！浪のよるひるも、起きぶして、いかばかり彩鳥の音の恋ひしき。
漢那浪笛,咲きし華はしぼみて、わが世は暗がりわたり。くろめる渦巻きのなか淋しき、うめきをやする。そは、冷たき砂のうへに裂けて、風に泣く片葉□貝にも似たり。絶えせぬ浪の響き、肉にゆさぶれば、小さき魂は、音なく伏してあるなり。「なほ生きてあるのみ」いつかまた、われは哀ふ。と思へば、あたりのものみな、怖ろしく眼にとまる。かつて、命をすてゝ去る人あるを聞けどあまりにかへる日の遠し…………。われは今、かのひからびし落葉の如く地の上を、あてなく転げて、冷やかに尚ほ生きてあるのみ。
漢那浪笛,あまき歓楽の日は、束の間に決別をつげ……物のかたち、淋しき色に濡れて、墓場の景色をくりひろげぬ。あたゝかき心の熱の消ゆるに連れ、唇の感じも少なく、つめたき空気に、墓なき息を通すまに、悲哀！遂に吾れをころす………。
漢那浪笛,南の国の黄昏れ、空は紅き笑ひを残して静かなり。想思樹の葉のねむたげにうなだれ、かすかなるうめきをやする。ああ淋しみ、心をなす、植民地の黄昏！椰子の並木を縫ひて、灯火は紅き花と見まがう。その時我が耳に訪づれし悲歌の哀さよ。小暗き森の奥に、時々もれくる鬱憂の月影。木の葉は眠りより醒めて、あやしき夜色に顫へ出す。忽ち響く恐ろしき獣の声！よろづのものは皆醒めはてぬ。声かれて歯白ろき、獣と思へば、吾はたゞ恐怖の為めに伏して在るのみ！白き墓たちならぶ国！まへには荒磯の潮騒、………絶えず訪づれ、うしろには歓楽の歌きこえて、また墓石を濡す、哭泣の哀れも湧く。こゝにして、悲しめる者相集ひ、匂ひよき酒を椰子の実に盛り、互に口をすぼめて飲む時のうれしさよ！死は遂に吾れを慰め、………人生の極みをのぞき見る。小鳥は、秋の空にさ迷ふ、吾れは、一つの悲哀をとらへ、小さき胸に隈なく乱る。迷ひ、悲しみ、何の益ある、小鳥よ来れ！手に手をとりて、花咲き笑ふ南へさらむ。
漢那浪笛,音なき秋の空をながめて、木の葉は淡き吐息をもらし、色みな、悲しきメロディなり。時のまに／＼泣きすぐる風に、調べはいたく、狂ひわなゝき、自然の胸の痛みは、更に深し。黄ばめる木の葉は、翼をふるひ、暗をもりたる、谷をみおろし、渦まきながら、果ては消えゆく。こゝちよき南の朝、空は薔薇色の絹をのべ、いろ鳥の歌は、若かき恋のごとく、珠の響きをもてふるへり。眼ざめし軟風、払手柑の花咲く泉のほとりに、たわふれば、かぐわしき名香、四方に散じ、草葉にむすぶ露も、はら／＼と散る。あわれ、ユウカリ樹の下に、たをやの髪を手にまきて、若かき恋の別れを告げし、曙も、今は、浮刻の如く、空にうつらふ。なぎたる海の如き小夜なか。香ひよき酒にさめて、物すごき森の奥に、極楽鳥の声をきくとき、心は新らしき悲しみの眼をひらく。南極星のなゝめに傾むき、椰子の葉影にふるゝ頃まで、色あせし唇に、「かの日の歌」をなせど、たへなる音もなく、息は糸のごとく衰ろへ、果敢なき涙して、喜びは吾れをさかりゆく。涙ぐみたる植民地の空。あぢきなき労働を終へて、榕樹の影に息ふ黄昏よ！息ふかき鐘の音は、愁人の声を偲ばせ、収穫しさゝやかな穂束をながめて、………かたパンを食ふに似たる生活を思ふ。
漢那浪笛,温たかき玉は、君が手より、すべり落ちぬ。その玉は他人の手に握られ、楽しき夢路をたどるなり。あゝ君は淋しき人なり。君はいや更に悲しめ！もだへ、苦しむは君のさがなり。ぬめらかなる玉は、すべり安く、ふしくれだちし手には、あまりに痛ましく、たへがたく――すべり落つるも、ことわりなり。あゝ君は淋しき人なり。君はいや更に悲しめ！もだへ、苦しむは君のさがなり
漢那浪笛,ささへかねたる苦痛の重さ！心と肉とは、時ふるへり。年わかき悲哀とそのきほひは、何日きゆべき！あわれ迷はしきかな。人通りの繁き町へゆかむ、南！旧暦十五夜の黄金の涙をたゝへし町へ！そこにはあまき女の声、暗の中に紅きルビーの如くゆれる。吾れはそこにゆかむ、かわほりの如く、――そこに歓楽の響きを聞くべし！
漢那浪笛,気味わるき、十二月の、ひねもす。そとには、おやみなくそゝぐ雨、軒端にみだらなる、なげかひ………苦るしまぎれに煙草をすふ。音なき浪――けむりのなかに、うす暗き人生は、哀れ寂しく！かゝみて――渦まく。時々未練、眼をかする、覚束なき恋のたはむれ！力なく趁ふては、きゆる、あはれ十二月の室内のひねもす。陰鬱な空気と□す、あおこけむす、きみ悪き墓場！何者か深い／＼底より、吐息をもらす。葬式の白き花しとしとと雨□濡れて伏す。すてやりの孤独のいのちは、黒蝶のごとく、その□を朦ろなるさ迷ひ棕梠の葉のうすあかり、郊外の空に、雲のひときれ、十二時の鐘は、静かにうたふ。あかき襦袢着かへし、少女の肌の如く顔に触るゝ空気のかなしさ………ラリアはあへかに笑ふ――色みな恋音楽！
漢那浪笛,若夏の入江の西に、萎ゆる帆を静かにたゝみ、大船の錨なぐるや、波止場には、吾かなつかしき南国の男女のあまた、すゝみよる、艀むかへぬ。艀より人力車にうつり、石原を、左右にゆれて、店先の軒をたどれば、かけつるす芭蕉実のかをり夏風にゆる／＼薫じて、故郷は夢にさながら。父母や妹をしのび、過ぎゆけば、榕樹しげれる、門に着き――涙こぼれぬ。
漢那浪笛,ふくよかの顔面あげて紅潮の浜にさすごと華やかの笑みひろごりてまなざしの光すゞしくわが胸の奥には深くよろこびの影こそ跳れわが耳に絃づる歌は鶯の啼く音をこめねあたたかき玉の腕に瑠璃色の酒瓶たたけば白百合の花よりすべる露のごと湧くや甘酒玉盃の縁にあふれて白銀や黄金の花のそこゐには咲きそむものと口ごもる若き恋人手をのべて盃をうくればわが心天の永久春美しき追憶ばかり絃かけぬ心をゆする新たなる生命の花の色馨る唇よせて玉盃の縁にあつればわれならぬ影こそ映れなめらかなうまらの酒を喉笛にそとすべらせば血の浪の生々ゆらぎ天地に吾が脈かよふ
漢那浪笛,常に夢見る女のすがた！夕暮れ方、しめやかな窓にしのんで来る。なつかしい想ひは浪のやう…………。みつむれば、朦ろにかすみ、ちかよれば、闇のなかにとろけて、果ては見えなくなる。物消えし後悲しいことよ！どこかにすゝり泣きが消えた。夫れは、鬢のほつれにからんだ、青い火のこのやうだつひ、私は二つ眼を掩ひ、闇の窓にうつ伏した。
漢那浪笛,その一うら若かき頃の、悲しきあこがれ………草葉の息ふきかへす甘き香り、艶はしき花の笑ひもながめて過ぎぬ、木の間にさへずる、鳥の歌をきゝ、悲しみは眼を閉ぢて、暫時やすらひもせし、されど、とく新らしき悲しみに転りぬ、何をもて、この闇を照さむ、空を仰げば恐ろし………いざさらば、独り琉球節の一曲を、口笛にふるわせ、うらやすき墓場のほとりにさ迷はむ、そは音なき響きを（聞）かんとや………その二わが思ふ女のありやなしや、まよはしきかな、夕暮の窓にもたれて、蒼白き息ふくわれも、またありやなしや、あなうたがはし、蚊のなく声を、君が悲しき唄とやきかむ、柔風の木の葉にすがる、たはふれを、君が、鬢のほつれもやきかむ、淋しき夕べの鏡もきこゆ、――森の彼方、君住む墓のほとりにやはあらむ、今なり！われは独りさ迷ひゆかむ………夕べの鐘をしたひて、その音に耳を沈めて。その三なつかしい丘の上、棕梠の若葉のそよぎ、小鳥の歌、傾むきつくす夕陽も、見る／＼最後の接吻をのこして、深い／＼海の彼方へ去らうとする、なつかしい丘の上に、Ｋの君を待つ心よ！夢を語るやうな暮の風に顫へる、葉づれの音に眼が狂へば、西へ東に、足が動きだす………夫れと思ふ俤が、更に眼にとまらぬ、胸を抱いて、深い悲しみに沈む、林の間に、夜の色が浮び出した………黒ろい恐ろしい影は、私の魂を圧しはじめる、もう是れが私の、Ｋの君に対する最後だ！
漢那浪笛,淋しき日悲しき思ひ吾が心弄し去んぬる。あわれその心のすむは、落寞の森の木ぬれか。きゝなれし歌のしらべも、今日も又、明日も消ゑゆく。消ゑ去るを止むすべきなき、この心、「総」むなしき。
漢那浪笛,なつかしい丘の上、棕呂の若葉のそよぎに、小鳥の唄。傾むきつくす夕月も、見る／＼最後の接吻を残して、深い々々、海のかなたへ去らうとする、なつかしい丘の上に、Ｋの君を持つ心よ！夢を語るやうな春の風に顫へる。葉ずれの音に眼が狂へば、西へ東に、足が動きだす………………夫れと思ふ俤が、更に眼にとまらぬ。胸を抱いて、若かい悲しみに沈む。林の間に、夜の色が浮び出した。――黒ろい怖ろしい影は私の魂を厭し始める。もう是れが私のＫの君に対する最後だ！
漢那浪笛,記念のための瀬戸焼の盃、淋しい日の慰めに、とり出して、泡盛をつぐ。器の色も影も変らない、酒の味ひも、あゝ思出多き記念の盃。底に沈んだ私のふけた顔、ひよつとのぞくと、思はず手掌がふるへた。記念のための瀬戸際の盃、私は君を手にして、喜びと悲しみの二つ味ふ。
漢那浪笛,満つと見しこの天地は足ずありぬ心をいづちやるも空虚のみ海の香しめる暁を今日片時の浜下り磯の霞に酔ひしれて哀れ吾が世の夢に泣く浪路逢かた見渡たして満潮時を恨み泣く千鳥の声に胸冷えて哀れ吾が世の夢に泣く花葉かざれる海の底そや湧きかへる黒潮は憂しや吾が身の宿世にて哀れ吾が世の夢に泣く足跡しげき砂の上深かき想ひに眼を閉ちて世の運命を思へば哀れ吾が世の夢に泣く悲哀の盃を受けし身は日に日に琴柱折りふして只だ空鳴りに物狂ひ哀れ吾が世の夢に泣くさらばと詩の神を追ひ花園の影に身をよせて詩の車を手に繰るも哀れ吾が世の夢に泣く
漢那浪笛,一頭のやせ馬に、ひかれゆく黒塗りのかた馬車。乗ひ合は六人、その中に一人の若かい女。膝向き合はした客は、お互に眼をひらめかし、たゞ無言。――疑ひの多き車内だ。沙漠に似たる車内に、一人の若かい女、今宵の旅の疲れに、一つの慰めとなる。あゝ車内の若かい女、夜のランプにたとへやう？。その異性の光は、私の淋しい心を照らす。時々色と匂ひと、車のゴタック毎にとろけて、静かになつかしく、膩にしんた肉にふるゝ。哀れなものはやせ馬、鼻息荒らく、たゆむ隙がない、鞭の鳴る毎にいや更に走る。
漢那浪笛,黄ばんだ一本の棕梠、痛ましく裂けた葉のそよぎ。冷たい秋の空気にふれて、かなしい秋、調べをきざむ。淋しい心の華が開き、灰色の眼をあげてなつかしい譜の鳴る方へ、絶えず懐ひが、躍り出す。
漢那浪笛,午前七時、時刻が来たいざ学校へ。晩秋の市街の上を、悲しげに風は泣きすぐ。絶えずしたゝる冷たい鼻汁を、すゝりつゝ道を通る。ふとして眼にとまる白い吸い殻、誰れが手から投げ捨てられし……。もどかしい黄色な煙は、力なく渦をまいて漂ふ。火の気衰ろへ、煙が消えると、死人の影がちらつく。今一しきり秋空が吹き過ぐる、吸い殻は空しく地上を転ろげる。
漢那浪笛,淋しき夜の音づれ、つかれし眼にうつりわなゝき震ふ心は、たゆむ隙なく、あるかなきかの影にも似たれ。青める星の空より、涙ににじむ曲を、地になげかわす、そはわれに、耳そばだてゝ聞けとや…………つかれし心に、何をかきかむ、願ふは、眼の光をとざし。淋しき夜の音づれ――闇のかほりを、すはむと思ふ。
漢那浪笛,無言常によく見る女なれど、心の欲を云ひいでむ、また、語るべき機会もなく、胸もどかしく、過ぎゆくか。実にも二人がその中は、砕けちりしく花硝子――夕日の国の寂寥に、絡みて沈む香の色。せめては夢にその女と、微笑つくる嬉れしさを、ふかき思ひに抱きしめ、無言の恋をくちづけむかな。移香ながき黒髪のその中に、あやしく匂ふまなざしの、たゆたひつゝもしなやかに、見つむる色の、不思議さよ。花毛氈の草のへに、彩羽うちふる、楽の譜か、姿すゞしく、移香の、やをら心にしみいりて、愛の泉にゆあみする、新らしき、吾が酔ひごゝち。真昼子守唄、静かにうかび、平安の木かげの夢をゆりさます、真昼のまひる。吾れは今、椰子の実こぼる南の、森をしたひて草にふし、豆の葉とりて、恋愛の、一つにもゆる唇に、曲折りかへし、若かき日の、心うたひぬ。屠牛嘯き吼ゆる黄牛よ、目路にかゞなふ、屠殺場を知るやしらずや、あな哀れ、ものおぞましき足どりに、牧場の草を、いでたちぬ。
漢那浪笛,黄昏時を四五分すぎたあと、薄闇を縫ふて、紅い々々燈の華が、冬咲きの仏相花のやうにちらつく。昔の栄華を夢見る古るい街、傾むいた軒を並べて、底深く静まりかへる。蔦の生へた石垣からは、亡びの色調を帯びた虫の歌。また、たく／″＼と流れる溝のなげかひ。私は古るい街の巷に迷ひこんだ、何処かへ逃げ道を見出さうとした、古るい街は逃すまいと抱きつく。私と亡びゆく古るい街、その間に永い哀情が横たへ、深かい／＼闇に沈んでゆく。
漢那浪笛,わが思ふ女ありやなしや。まよわしきかな。夕暮の窓にもたれて、蒼白き息ふくわれも、またありやなしや。あな、うたがわし。蚊のなく声を、君がかなしき唄とやきかむ。柔風の木の葉にすがる、たわふれを、君が鬢のほつれとやきかむ。淋しき夕べの鐘もきこゆ。森のかなた、君住む墓の頭りにやあらむ。今なり、われは独りさ迷ひゆかむ！夕べの鐘をしたひてその音に耳を静めて。
漢那浪笛,君にささぐる心のきほひ、火と燃え肉は爛れおちぬ。そは、赫灼と嘯き吼ゆる落日の海にも似たり。
蒲原有明,その一大海かたち定めぬ劫初の代に水泡の嵐たゆたふ千尋の底。折しも焔はゆるき『時』の鎖、まひろく永き刻みに囚れつつ、群鳥翔る翼のその噪ぎと、その疾さあらめ、宛も眠り転び、無際の上枝下枝を火の殻負ひ這ひもてわたる蝸牛の姿しめす。火と水、相遇はざりし心を、今、夜とせば、かりそめならぬ朝や日や、舞ひたつ疾風歓喜空を揺りて、擁きぬ、触れぬ、燃えなす願ひよ、将た、霑すおもひよ、ここに力の芽は男子と燻りて、雙手、見よ、披けり。その二水と火、噫相遇へり、青き膏、浮浪ただよふひまをかぎろひたち、くちづけ、手握るや、このひと時こそ生命の精なれ、よろづの調のもと。歌へり『劫初』、かかれば極のくまも讃頌こだまにこたへ、化り出でたる真白き姿―しぶきと消えぬ花や、奇しきにほひ焔の蘂をまとふ。現ぜる女よ、胸乳抑ふる手のとこしへ解きもあへざる深きおもひつゝみて独りながむるけはひ著るしなべての秘事孕むこは母ぞと知れりや、水泡胡蝶のつばさ浮び、千条の烟いぶきて薫りみちぬ。（月刊スケツチ第十一号明治三十九年二月）
菊池寛,□北原白秋氏の出して居た雑誌の題「ザンボア」は誤つた発音で、実はザンボンと発音するのだ。之で見ると昔からのザボンと云ふ方が正しい、なまじ字を知るは誤の初だとは上田敏先生のお話。□ショオの「アームス、エンド、マン」を腕と人と訳した人は論外だが、坪内先生監修の訳本に「武器と人」としてある、然しアームス、エンド、マンは古来よりの成語で「いくさと人」と訳すべきものださうだ。然しゴルスワーシイのジョイを「喜び」と訳す人もある世の中だからな。□大阪には文芸同攻会と云ふものが起つた、読売に「母」を書いた石丸梅外氏などの発起で大に関西芸術の振興に努めて大阪を英のダブリンにしようとする計画だ。□京都の特色は犬の沢山居ることと理髪代の高いことと、場所が詩的なのに反して人間が散文的な事だ。僕は東京では五銭以上の理髪代を払つたことはない。□幹彦氏の見た祇園はジルエットのやうにたよりないものだと京都児は云ふ。□僕は詩人として中川一政氏を最も尊敬する、日本未来の大詩人はキツト此の人だ。□上田敏先生のお宅で毎月一回座談会がある、竹友藻風、出野青煙、細田枯萍氏などが集つて先生のユーモアの溢れるお話をきいて夜を更かす。□上田先生の令嬢はまだ小学校に居られるがフランス語とピアノとはお上手だとの事。（以上京都にてＫ）（大正三月四月）
菊池寛,芥川が死んでから、はやくも二年半近くになる。彼の死因は、彼の肉體及び精神を襲つた神經衰弱に半以上を歸せしめることが出來るだらうが、その殘つた半近きものは、彼が人生及び藝術に對して、あまりに良心的でありあまりに神經過敏であつたためであるやうに思はれる。彼のあまりに鋭すぎた神經は、實生活の煩はしさのために、いよ／＼鋭くなり遂に齒こぼれのした細い劍のやうになつてしまつたのだらう。しかし、彼が世を去つた後の始末は、總てがなごやかに行はれたと云つてもよかつた。彼の全集の出版についても、彼の遺族の生活についても、彼の神經をなやます何事も起らなかつた。その上、彼の死は多くの人に依つて、心から悼まれ、彼の作品はその生前以上に、人々の愛と尊敬とを得てゐると思ふ。今こそは彼は、ひとり籐椅子に坐り、椎の若葉を眺めながら、度々考へてゐた死の平和の中に、やすらかな微笑を浮べてゐるだらう。今彼が、晩年に書いた若干の作品が、全集から、引きはなされ單行本として世に出されることも、冬日のあたゝかに照す彼の墓標にさゝげられる一束のしきみの如くすがやかな氣がするのである。昭和四年初冬菊池寛
岸田國士,「棉花記」、「和紙」、「伝染病院」、「淡墨」、「道」の五篇のうちから、私は「和紙」を推すことにした。健康な美しさとでも云ふべきものがあり、「和紙」といふ標題の象徴が、作品の感触のなかに見事に生かされてゐる点を小説として最も高く評価したいからである。「棉花記」は、正面から時局的問題を取扱つた野心作で、十分読みごたへはあつたが、未完結のため、全体としての点数はまだ入れられない。「淡墨」も時局的意義をもつた好個の短篇でなかなか鋭いところのある才筆には感服したが、劇的な事件を記録風に書き流した技巧に却つて見得を切つたやうなところがあり、感動が少し浮いてゐると思つた。「伝染病院」はかういふ材料を自己中心の生活記録にしたところがどうも新鮮でなく、黙し難いであらう一種の公憤が愚痴つぽく響くのをなんとかしてほしいと思はせるやうな小説である。「道」はちかごろ注目すべき作品には違ひないけれども、率直に云つて、私は、今、かういふものはそつとしておきたいのである。
岸田國士,私の手許に送られて来た作品は、いづれもなかなか佳いものであつた。そのうちでもいろいろな点からみて、いま特に推奨したいと思つたのは「技術史」であつた。「春」もある意味では面白く、「雁立」は十分に傑れたところは認めるが、これを今日取り立てゝ世間に吹聴しようといふ風には考へなかつた。「技術史」は観念的と云へば観念的であり、啓蒙的すぎる（文学の本道でないといふ意味）と云へばさうも云へるが、しかし、ともかく、時局の表面に浮び出した専門的で同時に常識的な問題を正面から捉へ技巧上の微妙な困難をある程度征服して、立派に一国民としての感懐を作家の情熱と融合させた才能と努力とを、私は高く評価したく思ふ。受賞と決定した「雁立」について、その理由を最も適確に語り得るは、遺憾ながら私ではない。しかし、私は選者の一人として、他の多くの選者の意見を必ずしも不当とするものではない。協議の席に列しなかつたから詳しいことはわからぬが、多分、この作品が芸術として最も密度が高く、制作の態度も亦、純粋に作家の魂を感じさせるものだといふ、極めて当然な讃辞を浴びたことゝ思ふ。たしかに、若い俳詩人の将来は私も楽しみだ。ただ「生活」の意味をこの作者はどう解してゐるのか。作品を通じての不安がそこから来るのを私はどうしやうもなかつた。
